score,decision,prep,n_obs,source_dataset,source_food_id,description,reasons
0.0,drop,other,3,sr28,3127,"Babyfood, vegetables, spinach, creamed, strained",-fastfood/babyfood/restaurant
0.0,drop,other,24,fdc_sr_legacy,171371,"Babyfood, GERBER, GRADUATES Lil Biscuits Vanilla Wheat",-fastfood/babyfood/restaurant -brand -dish/prepared
0.0,drop,other,28,sr28,21213,"SUBWAY, cold cut sub on white bread with lettuce and tomato",-brand -dish/prepared
0.0,drop,other,27,fdc_sr_legacy,170707,"Fast foods, submarine sandwich, ham on white bread with lettuce and tomato",-fastfood/babyfood/restaurant -dish/prepared
0.0,drop,other,27,sr28,21209,"SUBWAY, black forest ham sub on white bread with lettuce and tomato",-brand -dish/prepared
0.0,drop,other,1,sr28,3166,"Babyfood, juice, apple",-fastfood/babyfood/restaurant
0.0,drop,other,3,sr28,3159,"Babyfood, fruit, pears and pineapple, junior",-fastfood/babyfood/restaurant
0.0,drop,other,1,sr28,8028,"Cereals ready-to-eat, KELLOGG, KELLOGG'S ALL-BRAN COMPLETE Wheat Flakes",-brand -dish/prepared
0.0,drop,other,6,sr28,4029,"Salad dressing, mayonnaise, imitation, soybean without cholesterol",-dish/prepared -imitation
0.0,drop,other,27,fdc_sr_legacy,170313,"Fast foods, submarine sandwich, bacon, lettuce, and tomato on white bread",-fastfood/babyfood/restaurant -dish/prepared
0.0,drop,other,25,sr28,21264,"TACO BELL, Bean Burrito",-brand -dish/prepared
0.0,drop,other,22,fdc_sr_legacy,170969,"Babyfood, cereal, rice, dry fortified",-fastfood/babyfood/restaurant -dish/prepared
0.0,drop,other,26,fdc_sr_legacy,169028,"Restaurant, family style, chili with meat and beans",-fastfood/babyfood/restaurant
0.0,drop,other,21,sr28,3023,"Finger snacks, GERBER GRADUATE PUFFS, apple and cinnamon",-brand -dish/prepared
0.0,drop,other,1,sr28,3268,"Babyfood, juice, apple and cherry",-fastfood/babyfood/restaurant
0.0,drop,other,4,sr28,3176,"Babyfood, juice, orange and banana",-fastfood/babyfood/restaurant
0.0,drop,other,25,fdc_sr_legacy,170734,"TACO BELL, Bean Burrito",-brand -dish/prepared
0.0,drop,other,27,sr28,21156,"Fast foods, submarine sandwich, ham on white bread with lettuce and tomato",-fastfood/babyfood/restaurant -dish/prepared
0.0,drop,other,4,sr28,3152,"Babyfood, fruit, apple and raspberry, strained",-fastfood/babyfood/restaurant
0.0,drop,other,3,sr28,3128,"Babyfood, fruit, apricot with tapioca, junior",-fastfood/babyfood/restaurant
0.0,drop,other,17,fdc_sr_legacy,170939,"Babyfood, vegetables, peas, strained",-fastfood/babyfood/restaurant
0.0,drop,other,21,fdc_sr_legacy,172252,"Babyfood, finger snacks, GERBER, GRADUATES, PUFFS, apple and cinnamon",-fastfood/babyfood/restaurant -brand -dish/prepared
0.0,drop,other,28,sr28,36408,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",-fastfood/babyfood/restaurant
0.0,drop,other,24,sr28,36406,"Restaurant, Latino, Arroz con habichuelas colorados (Rice And Red Beans)",-fastfood/babyfood/restaurant
0.0,drop,other,5,sr28,3118,"Babyfood, fruit, apricot with tapioca, strained",-fastfood/babyfood/restaurant
0.0,drop,other,1,sr28,3119,"Babyfood, vegetables, corn, creamed, strained",-fastfood/babyfood/restaurant
0.0,drop,other,1,sr28,3117,"Babyfood, fruit, applesauce, junior",-fastfood/babyfood/restaurant
0.0,drop,other,1,sr28,3137,"Babyfood, fruit, prunes with tapioca, without ascorbic acid, junior",-fastfood/babyfood/restaurant
0.0,drop,other,2,sr28,3165,"Babyfood, fruit, apple and blueberry, junior",-fastfood/babyfood/restaurant
0.0,drop,other,3,sr28,3236,"Babyfood, dessert, fruit dessert, without ascorbic acid, junior",-fastfood/babyfood/restaurant -dish/prepared
0.0,drop,other,2,sr28,3173,"Babyfood, juice, orange and apple",-fastfood/babyfood/restaurant
0.0,drop,other,2,sr28,3136,"Babyfood, fruit, prunes with tapioca, without ascorbic acid, strained",-fastfood/babyfood/restaurant
0.0,drop,other,1,sr28,8068,"Cereals ready-to-eat, KELLOGG, KELLOGG'S CORN POPS",-brand -dish/prepared
0.0,drop,other,26,sr28,36417,"Restaurant, Mexican, spanish rice",-fastfood/babyfood/restaurant
0.0,drop,other,4,sr28,3212,"Babyfood, cereal, rice, with bananas, dry",-fastfood/babyfood/restaurant -dish/prepared
0.0,drop,other,5,sr28,3156,"Babyfood, fruit, bananas and pineapple with tapioca, junior",-fastfood/babyfood/restaurant
0.0,drop,other,17,fdc_sr_legacy,172274,"Babyfood, vegetables, squash, strained",-fastfood/babyfood/restaurant
0.0,drop,other,5,sr28,3235,"Babyfood, dessert, fruit dessert, without ascorbic acid, strained",-fastfood/babyfood/restaurant -dish/prepared
0.0,drop,other,19,sr28,21139,"Fast foods, potato, mashed",-fastfood/babyfood/restaurant
0.0,drop,other,6,sr28,3283,"Babyfood, vegetables, garden vegetable, strained",-fastfood/babyfood/restaurant
0.0,drop,other,4,sr28,3168,"Babyfood, juice, apple and peach",-fastfood/babyfood/restaurant
0.0,drop,other,9,sr28,3181,"Babyfood, cereal, barley, dry fortified",-fastfood/babyfood/restaurant -dish/prepared
0.0,drop,other,4,sr28,3132,"Babyfood, fruit, pears, strained",-fastfood/babyfood/restaurant
0.0,drop,other,27,fdc_sr_legacy,170712,"SUBWAY, black forest ham sub on white bread with lettuce and tomato",-brand -dish/prepared
0.0,drop,other,6,sr28,3238,"Babyfood, dessert, tropical fruit, junior",-fastfood/babyfood/restaurant -dish/prepared
0.0,drop,other,17,fdc_sr_legacy,172275,"Babyfood, vegetables, squash, junior",-fastfood/babyfood/restaurant
0.0,drop,other,26,sr28,36037,"Restaurant, family style, chili with meat and beans",-fastfood/babyfood/restaurant
0.0,drop,other,3,sr28,3179,"Babyfood, juice, mixed fruit",-fastfood/babyfood/restaurant
0.0,drop,other,4,sr28,3279,"Babyfood, dinner, mixed vegetable, junior",-fastfood/babyfood/restaurant -dish/prepared
0.0,drop,other,28,fdc_sr_legacy,168068,"Restaurant, Latino, black bean soup",-fastfood/babyfood/restaurant -dish/prepared
0.0,drop,other,29,fdc_sr_legacy,170307,"SUBWAY, SUBWAY CLUB sub on white bread with lettuce and tomato",-brand -dish/prepared
0.0,drop,other,28,fdc_sr_legacy,170315,"SUBWAY, cold cut sub on white bread with lettuce and tomato",-brand -dish/prepared
0.0,drop,other,27,fdc_sr_legacy,170312,"SUBWAY, B.L.T. sub on white bread with bacon, lettuce and tomato",-brand -dish/prepared -multi-ingredient
0.0,drop,other,6,sr28,3278,"Babyfood, dinner, mixed vegetable, strained",-fastfood/babyfood/restaurant -dish/prepared
0.0,drop,other,27,sr28,36411,"Restaurant, Latino, tamale, corn",-fastfood/babyfood/restaurant
0.0,drop,other,4,sr28,3153,"Babyfood, fruit, apple and raspberry, junior",-fastfood/babyfood/restaurant
0.0,drop,other,6,sr28,3129,"Babyfood, fruit, bananas with tapioca, strained",-fastfood/babyfood/restaurant
0.0,drop,other,6,sr28,3092,"Babyfood, vegetables, green beans, junior",-fastfood/babyfood/restaurant
0.0,drop,other,17,sr28,3131,"Babyfood, fruit, peaches, junior",-fastfood/babyfood/restaurant
0.0,drop,other,28,fdc_sr_legacy,167661,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",-fastfood/babyfood/restaurant
0.0,drop,other,4,sr28,3171,"Babyfood, juice, apple and prune",-fastfood/babyfood/restaurant
0.0,drop,other,22,sr28,19441,"Snacks, KELLOGG'S, NUTRI-GRAIN Cereal Bars, fruit",-brand -dish/prepared
0.0,drop,other,1,sr28,8020,"Cereals ready-to-eat, KELLOGG, KELLOGG'S Corn Flakes",-brand -dish/prepared
0.0,drop,other,27,sr28,21162,"Fast foods, submarine sandwich, bacon, lettuce, and tomato on white bread",-fastfood/babyfood/restaurant -dish/prepared
0.0,drop,other,28,fdc_sr_legacy,170696,"Fast foods, submarine sandwich, cold cut on white bread with lettuce and tomato",-fastfood/babyfood/restaurant -dish/prepared
0.0,drop,other,3,sr28,3116,"Babyfood, fruit, applesauce, strained",-fastfood/babyfood/restaurant
0.0,drop,other,1,sr28,19269,"Snacks, GENERAL MILLS, BETTY CROCKER Fruit Roll Ups, berry flavored, with vitamin C",-brand -dish/prepared
0.0,drop,other,24,sr28,36625,"Restaurant, Chinese, vegetable lo mein, without meat",-fastfood/babyfood/restaurant
0.0,drop,other,19,fdc_sr_legacy,170699,"Fast foods, potato, mashed",-fastfood/babyfood/restaurant
0.0,drop,other,21,fdc_sr_legacy,168084,"Restaurant, Chinese, vegetable chow mein, without meat or noodles",-fastfood/babyfood/restaurant -dish/prepared
0.0,drop,other,6,sr28,3233,"Babyfood, dessert, fruit pudding, pineapple, strained",-fastfood/babyfood/restaurant -dish/prepared
0.0,drop,other,1,sr28,3174,"Babyfood, juice, orange and apple and banana",-fastfood/babyfood/restaurant
0.0,drop,other,27,fdc_sr_legacy,167664,"Restaurant, Latino, tamale, corn",-fastfood/babyfood/restaurant
0.0,drop,other,28,sr28,36413,"Restaurant, Latino, black bean soup",-fastfood/babyfood/restaurant -dish/prepared
0.0,drop,other,3,sr28,3134,"Babyfood, fruit, plums with tapioca, without ascorbic acid, strained",-fastfood/babyfood/restaurant
0.0,drop,other,1,sr28,3280,"Babyfood, fruit, bananas with tapioca, junior",-fastfood/babyfood/restaurant
0.0,drop,other,3,sr28,8003,"Cereals ready-to-eat, KELLOGG, KELLOGG'S APPLE JACKS",-brand -dish/prepared
0.0,drop,other,29,sr28,21152,"SUBWAY, SUBWAY CLUB sub on white bread with lettuce and tomato",-brand -dish/prepared
0.0,drop,other,25,fdc_sr_legacy,172049,"LITTLE CAESARS 14"" Original Round Meat and Vegetable Pizza, Regular Crust",+cut/part -brand -dish/prepared
0.0,drop,other,17,fdc_sr_legacy,171336,"Babyfood, fruit, peaches, strained",-fastfood/babyfood/restaurant
0.0,drop,other,2,sr28,3157,"Babyfood, fruit, bananas and pineapple with tapioca, strained",-fastfood/babyfood/restaurant
0.0,drop,other,27,sr28,21161,"SUBWAY, B.L.T. sub on white bread with bacon, lettuce and tomato",-brand -dish/prepared -multi-ingredient
0.0,drop,other,17,sr28,3130,"Babyfood, fruit, peaches, strained",-fastfood/babyfood/restaurant
0.0,drop,other,28,sr28,21304,"Fast Food, Pizza Chain, 14"" pizza, meat and vegetable topping, regular crust",-fastfood/babyfood/restaurant -dish/prepared
0.0,drop,other,17,fdc_sr_legacy,171337,"Babyfood, fruit, peaches, junior",-fastfood/babyfood/restaurant
0.0,drop,other,24,sr28,8508,"Cereals ready-to-eat, USDA Commodity Corn and Rice (includes all commodity brands)",-fastfood/babyfood/restaurant -dish/prepared
0.0,drop,other,25,sr28,36405,"Restaurant, Latino, Arroz con frijoles negros (rice and black beans)",-fastfood/babyfood/restaurant
0.0,drop,other,24,fdc_sr_legacy,168063,"Restaurant, Latino, arroz con leche (rice pudding)",-fastfood/babyfood/restaurant -dish/prepared
0.0,drop,other,4,sr28,3164,"Babyfood, fruit, apple and blueberry, strained",-fastfood/babyfood/restaurant
0.0,drop,other,2,sr28,3143,"Babyfood, fruit, applesauce and apricots, junior",-fastfood/babyfood/restaurant
0.0,drop,other,24,fdc_sr_legacy,168065,"Restaurant, Latino, Arroz con habichuelas colorados (Rice And Red Beans)",-fastfood/babyfood/restaurant
0.0,drop,other,22,sr28,8509,"Cereals ready-to-eat, USDA Commodity Rice Crisps (includes all commodity brands)",-fastfood/babyfood/restaurant -dish/prepared
0.0,drop,other,26,fdc_sr_legacy,167665,"Restaurant, Mexican, spanish rice",-fastfood/babyfood/restaurant
0.0,drop,other,22,fdc_sr_legacy,168862,"Snacks, KELLOGG, KELLOGG'S, NUTRI-GRAIN Cereal Bars, fruit",-brand -dish/prepared
0.0,drop,other,1,sr28,3150,"Babyfood, fruit, applesauce and pineapple, strained",-fastfood/babyfood/restaurant
0.0,drop,other,17,sr28,3105,"Babyfood, vegetables, squash, junior",-fastfood/babyfood/restaurant
0.0,drop,other,17,sr28,3104,"Babyfood, vegetables, squash, strained",-fastfood/babyfood/restaurant
0.0,drop,other,5,sr28,3170,"Babyfood, juice, apple and plum",-fastfood/babyfood/restaurant
0.0,drop,other,6,sr28,4027,"Salad dressing, mayonnaise, imitation, soybean",-dish/prepared -imitation
0.0,drop,other,3,sr28,3135,"Babyfood, fruit, plums with tapioca, without ascorbic acid, junior",-fastfood/babyfood/restaurant
0.0,drop,other,25,sr28,21289,"LITTLE CAESARS 14"" Original Round Meat and Vegetable Pizza, Regular Crust",+cut/part -brand -dish/prepared
